InputID,TargetID,Distance
66115,Power and Light,5626.758711
66115,The Legands,19183.68716
66115,Lee's Summit,32105.41715
66056,Airport (MCI),128074.1249
66056,The Plaza,101428.647
66056,Power and Light,107760.855
66056,The Legands,108010.8635
66056,Lee's Summit,93961.05142
66217,Airport (MCI),32459.86827
66217,The Plaza,16434.83793
66217,Power and Light,19572.05476
66217,The Legands,13308.88637
66217,Lee's Summit,35728.10284
66104,Airport (MCI),16798.74725
66104,The Plaza,14638.75894
66104,Power and Light,10917.2734
66104,The Legands,12679.80034
66104,Lee's Summit,37116.34534
66207,Airport (MCI),38699.14905
66207,The Plaza,10590.73574
66207,Power and Light,16763.25895
66207,The Legands,24644.39014
66207,Lee's Summit,23030.12074
66205,Airport (MCI),30784.16175
66205,The Plaza,3591.443929
66205,Power and Light,8658.610416
66205,The Legands,20158.25024
66205,Lee's Summit,24957.6834
66227,Airport (MCI),38827.15447
66227,The Plaza,25685.84164
66227,Power and Light,29026.50187
66227,The Legands,17219.94642
66227,Lee's Summit,42986.94242
66054,Airport (MCI),42539.85692
66054,The Plaza,55234.3889
66054,Power and Light,54387.76737
66054,The Legands,32745.09317
66054,Lee's Summit,77249.99952
66219,Airport (MCI),39083.44534
66219,The Plaza,19045.32243
66219,Power and Light,23660.45636
66219,The Legands,19699.60455
66219,Lee's Summit,34397.72666
66007,Airport (MCI),26480.47578
66007,The Plaza,32479.91374
66007,Power and Light,31848.2334
66007,The Legands,10056.74874
66007,Lee's Summit,54669.59532
66112,Airport (MCI),21051.54222
66112,The Plaza,17408.66859
66112,Power and Light,16446.8869
66112,The Legands,5369.042183
66112,Lee's Summit,40120.80676
66053,Airport (MCI),80319.85548
66053,The Plaza,52044.04897
66053,Power and Light,58392.92083
66053,The Legands,62226.04375
66053,Lee's Summit,44986.42072
66043,Airport (MCI),16858.31801
66043,The Plaza,35332.68033
66043,Power and Light,32382.25755
66043,The Legands,15251.30977
66043,Lee's Summit,58192.05325
66026,Airport (MCI),101744.0418
66026,The Plaza,76048.63684
66026,Power and Light,82316.03312
66026,The Legands,81448.07963
66026,Lee's Summit,71511.66345
66767,Airport (MCI),135732.9896
66767,The Plaza,107621.3195
66767,Power and Light,113963.7277
66767,The Legands,116621.2393
66767,Lee's Summit,97288.88024
66042,Airport (MCI),101203.7652
66042,The Plaza,79809.1175
66042,Power and Light,85651.88978
66042,The Legands,79609.2495
66042,Lee's Summit,80798.9393
66118,Airport (MCI),24026.20178
66118,The Plaza,6613.090133
66118,Power and Light,2804.280368
66118,The Legands,19018.07904
66118,Lee's Summit,28519.90517
66027,Airport (MCI),18612.33253
66027,The Plaza,45481.03868
66027,Power and Light,41360.69253
66027,The Legands,27738.27092
66027,Lee's Summit,67906.77524
66040,Airport (MCI),105055.4384
66040,The Plaza,77493.25538
66040,Power and Light,83841.44047
66040,The Legands,85831.90352
66040,Lee's Summit,69569.54082
66109,Airport (MCI),17904.57082
66109,The Plaza,24496.41773
66109,Power and Light,22553.04692
66109,The Legands,4439.926047
66109,Lee's Summit,47333.31892
66085,Airport (MCI),55786.4559
66085,The Plaza,27261.38275
66085,Power and Light,33608.35953
66085,The Legands,39257.59774
66085,Lee's Summit,26146.00386
66071,Airport (MCI),81664.57554
66071,The Plaza,57212.92813
66071,Power and Light,63333.09367
66071,The Legands,61146.41989
66071,Lee's Summit,56489.12424
66031,Airport (MCI),54342.04641
66031,The Plaza,35098.82073
66031,Power and Light,40204.67156
66031,The Legands,33058.32105
66031,Lee's Summit,45039.85486
66105,Airport (MCI),24794.43112
66105,The Plaza,6191.645612
66105,Power and Light,5002.619797
66105,The Legands,17358.59562
66105,Lee's Summit,28934.41813
66033,Airport (MCI),110444.3899
66033,The Plaza,89113.58704
66033,Power and Light,94975.55365
66033,The Legands,88794.37603
66033,Lee's Summit,89547.36719
66218,Airport (MCI),33070.94444
66218,The Plaza,19738.13424
66218,Power and Light,22527.88076
66218,The Legands,12437.71614
66218,Lee's Summit,38997.65796
66106,Airport (MCI),25985.5818
66106,The Plaza,10059.99207
66106,Power and Light,11224.8119
66106,The Legands,12726.4599
66106,Lee's Summit,32390.61339
66101,Airport (MCI),21641.10952
66101,The Plaza,8979.55116
66101,Power and Light,4457.442211
66101,The Legands,17757.7317
66101,Lee's Summit,30810.45309
66030,Airport (MCI),57208.09193
66030,The Plaza,39417.85275
66030,Power and Light,44344.19201
66030,The Legands,35563.1625
66030,Lee's Summit,49609.17667
66002,Airport (MCI),45564.00438
66002,The Plaza,73389.14376
66002,Power and Light,69321.10555
66002,The Legands,54113.40586
66002,Lee's Summit,95874.06143
66221,Airport (MCI),50206.32726
66221,The Plaza,24061.9881
66221,Power and Light,30168.28569
66221,The Legands,32256.22964
66221,Lee's Summit,29621.60452
66203,Airport (MCI),30943.24233
66203,The Plaza,10120.41413
66203,Power and Light,13780.6583
66203,The Legands,15711.7119
66203,Lee's Summit,30264.46222
66220,Airport (MCI),38617.17049
66220,The Plaza,21833.94367
66220,Power and Light,25805.02858
66220,The Legands,17994.85302
66220,Lee's Summit,38302.67358
66083,Airport (MCI),63521.57525
66083,The Plaza,40055.64665
66083,Power and Light,45954.59635
66083,The Legands,43140.95537
66083,Lee's Summit,43889.30586
66215,Airport (MCI),38217.43913
66215,The Plaza,16205.45595
66215,Power and Light,21139.6994
66215,The Legands,20082.73436
66215,Lee's Summit,31461.02671
66102,Airport (MCI),20986.98721
66102,The Plaza,11424.26033
66102,Power and Light,9405.817669
66102,The Legands,12406.98922
66102,Lee's Summit,34270.75945
66061,Airport (MCI),46985.27235
66061,The Plaza,29798.23208
66061,Power and Light,34318.85561
66061,The Legands,25609.0662
66061,Lee's Summit,43095.13533
66103,Airport (MCI),27742.1978
66103,The Plaza,3649.587259
66103,Power and Light,5838.99895
66103,The Legands,19010.42925
66103,Lee's Summit,26513.81046
66226,Airport (MCI),32386.63161
66226,The Plaza,23285.47525
66226,Power and Light,25335.50815
66226,The Legands,10674.44516
66226,Lee's Summit,43205.17207
66111,Airport (MCI),24798.5396
66111,The Plaza,18328.10468
66111,Power and Light,18677.9094
66111,The Legands,5231.77583
66111,Lee's Summit,40393.48212
66216,Airport (MCI),31824.68535
66216,The Plaza,13327.57954
66216,Power and Light,16770.77803
66216,The Legands,14448.92681
66216,Lee's Summit,32855.34724
66213,Airport (MCI),44560.21243
66213,The Plaza,18715.43495
66213,Power and Light,24674.73753
66213,The Legands,27250.42876
66213,Lee's Summit,27912.22838
66013,Airport (MCI),62869.62086
66013,The Plaza,35236.68823
66013,Power and Light,41560.94262
66013,The Legands,44957.96437
66013,Lee's Summit,33267.05117
66048,Airport (MCI),23203.24185
66048,The Plaza,42962.13166
66048,Power and Light,40226.22157
66048,The Legands,21760.26834
66048,Lee's Summit,65836.85235
66206,Airport (MCI),38868.83668
66206,The Plaza,9607.078283
66206,Power and Light,15935.88412
66206,The Legands,25946.75031
66206,Lee's Summit,20951.84692
66223,Airport (MCI),48853.76794
66223,The Plaza,21117.72556
66223,Power and Light,27393.75223
66223,The Legands,32330.06771
66223,Lee's Summit,25367.49927
66224,Airport (MCI),49231.36731
66224,The Plaza,20260.85773
66224,Power and Light,26609.97897
66224,The Legands,33934.56565
66224,Lee's Summit,22025.77788
